Date,2014-12-25,
INDEX VALUE,1000.0000,
EFFECTIVE DATE,TICKER,NAME,ISIN,INDEX SHARES,PRICE,CURRENCY FACTOR,
2014-12-25,LPC IN Equity,Lupin Ltd.,INE326A01037,87.9402674500000,1401.1,63.525000,
2014-12-25,TC IN Equity,Thomas Cook (India) Ltd.,INE332A01027,827.1151506000000,151.3,63.525000,
2014-12-25,SOIL IN Equity,Solar Industries India Ltd.,INE343H01011,45.7672816100000,2734.9,63.525000,
2014-12-25,GITG IN Equity,Gitanjali Gems Ltd.,INE346H01014,2368.3816320000000,53.3,63.525000,
2014-12-25,DIVI IN Equity,Divi's Laboratories Ltd.,INE361B01024,73.9146921000000,1673,63.525000,
2014-12-25,BIOS IN Equity,Biocon Ltd.,INE376G01013,298.4205199000000,412.65,63.525000,
2014-12-25,ARBP IN Equity,Aurobindo Pharma Ltd.,INE406A01037,116.2869800000000,1091.6,63.525000,
2014-12-25,HSI IN Equity,HSIL Ltd.,INE415A01038,342.3664437000000,362.25,63.525000,
2014-12-25,AGLL IN Equity,Allcargo Logistics Ltd.,INE418H01029,409.9417432000000,305.55,63.525000,
2014-12-25,ADE IN Equity,Adani Enterprises Ltd.,INE423A01024,285.7562102000000,441.6,63.525000,
2014-12-25,SUNTV IN Equity,Sun TV Network Ltd.,INE424H01027,349.0212571000000,373.45,63.525000,
2014-12-25,APHS IN Equity,Apollo Hospitals Enterprise Ltd.,INE437A01024,110.9659923000000,1138.4,63.525000,
2014-12-25,APTY IN Equity,Apollo Tyres Ltd.,INE438A01022,579.3593386000000,218.45,63.525000,
2014-12-25,KSCL IN Equity,Kaveri Seed Co. Ltd.,INE455I01029,158.6241575000000,789.5,63.525000,
2014-12-25,TCS IN Equity,Tata Consultancy Services Ltd.,INE467B01029,50.2930070600000,2479.9,63.525000,
2014-12-25,HTSMF IN Equity,Hatsun Agro Product Ltd.,INE473B01035,412.3452880000000,307.8,63.525000,
2014-12-25,DCIL IN Equity,Dredging Corp. of India Ltd.,INE506A01018,307.8924852000000,406.85,63.525000,
2014-12-25,MGMA IN Equity,Magma Fincorp Ltd.,INE511C01022,1301.6968920000000,100.1,63.525000,
2014-12-25,MGFL IN Equity,Manappuram Finance Ltd.,INE522D01027,3901.0787850000000,33.1,63.525000,
2014-12-25,COAL IN Equity,Coal India Ltd.,INE522F01014,330.0051761000000,376.85,63.525000,
2014-12-25,YES IN Equity,YES BANK Ltd.,INE528G01019,172.1376161000000,745.05,63.525000,
2014-12-25,IIFL IN Equity,IIFL Holdings Ltd.,INE530B01024,763.7406490000000,165.5,63.525000,
2014-12-25,EDEL IN Equity,Edelweiss Financial Services Ltd.,INE532F01054,2434.4227380000000,50.85,63.525000,
2014-12-25,HMN IN Equity,Emami Ltd.,INE548C01032,161.8901517000000,778.9,63.525000,
2014-12-25,JKI IN Equity,JK Tyre & Industries Ltd.,INE573A01042,918.6503006000000,138.4,63.525000,
2014-12-25,NMDC IN Equity,NMDC Ltd.,INE584A01023,872.7336199000000,144.9,63.525000,
2014-12-25,MSIL IN Equity,Maruti Suzuki India Ltd.,INE585B01010,37.2476865000000,3365.5,63.525000,
