Date,2014-12-25,
INDEX VALUE,1000.0000,
EFFECTIVE DATE,TICKER,NAME,ISIN,INDEX SHARES,PRICE,CURRENCY FACTOR,
2014-12-25,787 HK Equity,Global Brands Group Holding Ltd.,BMG393381014,10142.7439100000000,1.5,7.759900,
2014-12-25,6199 HK Equity,China CNR Corp. Ltd.,CNE100001SC1,2025.3164560000000,7.66,7.759900,
2014-12-25,2202 HK Equity,China Vanke Co., Ltd.,CNE100001SR9,941.6506194000000,16.1,7.759900,
2014-12-25,MOL HB Equity,MOL Hungarian Oil & Gas Plc,HU0000068952,44.9179797700000,11550,259.230000,
2014-12-25,MTELEKOM HB Equity,Magyar Telekom Telecommunications Plc,HU0000073507,1539.4740390000000,337,259.230000,
2014-12-25,HDFC IN Equity,Housing Development Finance Corp. Ltd.,INE001A01036,112.5894734000000,1099.85,63.525000,
2014-12-25,SIEM IN Equity,Siemens Ltd.,INE003A01024,149.9792729000000,862.9,63.525000,
2014-12-25,ASTRA IN Equity,Astral Poly Technik Ltd.,INE006I01046,339.3833506000000,387.95,63.525000,
2014-12-25,COXK IN Equity,Cox & Kings (India) Ltd.,INE008I01026,430.4317855000000,298.35,63.525000,
2014-12-25,INFO IN Equity,Infosys Ltd.,INE009A01021,64.2230234400000,1930.55,63.525000,
2014-12-25,CDH IN Equity,Cadila Healthcare Ltd.,INE010B01019,83.2500832500000,1586.95,63.525000,
2014-12-25,ESOIL IN Equity,Essar Oil Ltd.,INE011A01019,1163.5111280000000,107.05,63.525000,
2014-12-25,ACC IN Equity,ACC Ltd.,INE012A01025,91.5097274800000,1393.4,63.525000,
